,file_path,fourier_final_prediction,fourier_confidence_score,soft_final_prediction,soft_confidence_score,binary_final_prediction,binary_confidence_score,best_method,best-method,highest_confidence,final_prediction,actual_license_plate,valid
0,Data/images/train/Cars207.png,8MYKOT0IH075ERTGVSRAORNE,0.8204206004738808,89MYKOGT0IH075ERTGVSRAORNE,0.7995357238329374,MYKOTDIH7F5ERGCRAR,0.7671289245287577,fourier_confidence_score,fourier,0.8204206004738808,8MYKOT0IH075ERTGVSRAORNE,K817GR,1
1,Data/images/train/Cars213.png,21D,0.7809494336446127,21D,0.767585555712382,321D,0.6627404242753983,fourier_confidence_score,fourier,0.7809494336446127,21D,"DID, 2",0
2,Data/images/train/Cars53.png,CHI00SE,0.8861231803894043,CHI00SE,0.8857950483049665,CWI00SE,0.8478572624070304,fourier_confidence_score,fourier,0.8861231803894043,CHI00SE,CHI00SE,1
3,Data/images/train/Cars47.png,S799,0.8556815087795258,S799,0.8535347580909729,,,fourier_confidence_score,fourier,0.8556815087795258,S799,"5H798,5H799",2
4,Data/images/train/Cars90.png,,,,,,,,,,,,0
5,Data/images/train/Cars159.png,DL7CGN56417,0.8599867062135176,DL47GCN5417,0.8547512021931735,DL7CGN536117,0.8344481339057287,fourier_confidence_score,fourier,0.8599867062135176,DL7CGN56417,DL7CN5617,1
6,Data/images/train/Cars84.png,WR26BC595S4,0.8524417768825184,WR26BC559S4,0.8511301929300482,MRBC55M,0.7882053766931806,fourier_confidence_score,fourier,0.8524417768825184,WR26BC595S4,HR26BC5514,1
7,Data/images/train/Cars171.png,BJR8216,0.8169072100094387,BJR8216,0.8232908759798322,BJUR1716,0.7785132527351379,soft_confidence_score,soft,0.8232908759798322,BJR8216,BJR216,1
8,Data/images/train/Cars165.png,NW21AU116513,0.8099172314008077,NW21AU116513,0.8070897360642751,KWN163153,0.6801850994427999,fourier_confidence_score,fourier,0.8099172314008077,NW21AU116513,TN21AU1153,1
9,Data/images/train/Cars398.png,MMN306,0.9002578059832255,MMN306,0.9014839033285776,,,soft_confidence_score,soft,0.9014839033285776,MMN306,MMN306,1
10,Data/images/train/Cars429.png,KAIS5ER,0.8312778302601406,KAISER,0.8182888925075531,KASER,0.8545073509216309,binary_confidence_score,binary,0.8545073509216309,KASER,KA1SER,1
11,Data/images/train/Cars373.png,TN2IDC6225,0.836660647392273,TN2I1DC6225,0.8294500329277732,,,fourier_confidence_score,fourier,0.836660647392273,TN2IDC6225,TN21BC6225,1
12,Data/images/train/Cars415.png,H12N8922,0.8195507377386093,H1N8922,0.8416005628449577,,,soft_confidence_score,soft,0.8416005628449577,H1N8922,MH12NE8922,1
13,Data/images/train/Cars401.png,HWNR26BC554,0.8250548026778481,NWHR26BC554,0.8323669108477506,WR26MW,0.7579144934813181,soft_confidence_score,soft,0.8323669108477506,NWHR26BC554,HR26BC5514,1
14,Data/images/train/Cars367.png,G00GLE,0.8948637545108795,G00GLE,0.8946526845296224,G00GLE,0.8783669869105021,fourier_confidence_score,fourier,0.8948637545108795,G00GLE,G00GLE,1
15,Data/images/train/Cars400.png,889VSM,0.803313543399175,889VSM,0.8639429807662964,,,soft_confidence_score,soft,0.8639429807662964,889VSM,889VSM,1
16,Data/images/train/Cars366.png,,,,,,,,,,,MH20BQ20,1
17,Data/images/train/Cars372.png,HR26CE1485,0.8625571131706238,HR26CE1485,0.8609970211982727,HR26CE1485,0.8599440336227417,fourier_confidence_score,fourier,0.8625571131706238,HR26CE1485,HR26CE1485,1
18,Data/images/train/Cars414.png,DRUK,0.7972374707460403,DRUVK,0.7934511780738831,,,fourier_confidence_score,fourier,0.7972374707460403,DRUK,DRUNK,1
19,Data/images/train/Cars428.png,DZI7YXR,0.8741306236812046,DZI7YXR,0.8774080957685199,DZI7YXR,0.8408510088920593,soft_confidence_score,soft,0.8774080957685199,DZI7YXR,DZ17YXR,1
20,Data/images/train/Cars399.png,0X65AWD,0.8975204144205365,0X65AWD,0.8923394680023193,0X65AWD,0.8628940497125898,fourier_confidence_score,fourier,0.8975204144205365,0X65AWD,OX65AWD,1
21,Data/images/train/Cars164.png,GT,0.8723346590995789,GT,0.8817534744739532,GT,0.8787826299667358,soft_confidence_score,soft,0.8817534744739532,GT,GT,1
22,Data/images/train/Cars170.png,9,0.7989345192909241,9,0.8099768757820129,,,soft_confidence_score,soft,0.8099768757820129,9,983,1
23,Data/images/train/Cars85.png,VU63GYY,0.851717335837228,VU63GYY,0.8563937970570156,U63GY1Y,0.7917270064353943,soft_confidence_score,soft,0.8563937970570156,VU63GYY,VU63GTY,1
24,Data/images/train/Cars158.png,6CE9NTR52E9CA9,0.8048968017101288,6E9N5299,0.8567303121089935,695299,0.9050963620344796,binary_confidence_score,binary,0.9050963620344796,695299,695299,1
25,Data/images/train/Cars91.png,304861C,0.8712144494056702,304861C,0.8641030958720616,353461GC,0.7837599590420723,fourier_confidence_score,fourier,0.8712144494056702,304861C,30461C,1
26,Data/images/train/Cars46.png,MGHN149239,0.8728663980960846,MGHN149239,0.8723731756210327,WGHK19239,0.8372491664356656,fourier_confidence_score,fourier,0.8728663980960846,MGHN149239,"MH14,GN,9239",2
27,Data/images/train/Cars52.png,MH15B0D8877,0.8625611825422808,MH15B0D8877,0.8541357896544717,MH1580887,0.8631229201952616,binary_confidence_score,binary,0.8631229201952616,MH1580887,MH15BD8877,1
28,Data/images/train/Cars212.png,KL65H4383,0.8844361702601115,KL65H4383,0.8870704968770345,KL65H4383,0.8868120511372884,soft_confidence_score,soft,0.8870704968770345,KL65H4383,KL65H4383,1
29,Data/images/train/Cars206.png,HWR268B00380,0.8400412946939468,HR26B00380,0.8371221482753753,WMR480,0.7433438499768575,fourier_confidence_score,fourier,0.8400412946939468,HWR268B00380,HR26BU0380,1
30,Data/images/train/Cars238.png,AD0O0008,0.8990264534950256,AD00008,0.8994227051734924,AD000008,0.834198035299778,soft_confidence_score,soft,0.8994227051734924,AD00008,AD00008,1
31,Data/images/train/Cars210.png,MH01AE8017,0.8803229570388794,MH01AE8017,0.8836620211601257,MH01AE8017,0.8663314402103424,soft_confidence_score,soft,0.8836620211601257,MH01AE8017,MH01AE8017,1
32,Data/images/train/Cars204.png,NBYOND,0.8913475374380747,NBYOND,0.890158067146937,NBYONDO0,0.8610775470733643,fourier_confidence_score,fourier,0.8913475374380747,NBYOND,NBY0ND,1
33,Data/images/train/Cars199.png,MH01AE8017,0.8803229570388794,MH01AE8017,0.8836620211601257,MH01AE8017,0.8663314402103424,soft_confidence_score,soft,0.8836620211601257,MH01AE8017,MH01AE8017,1
34,Data/images/train/Cars44.png,MD2I0AG0786,0.8317403034730391,AD2IG0AG0786,0.8149034827947617,ADU2CGAG0786,0.8481508990128835,binary_confidence_score,binary,0.8481508990128835,ADU2CGAG0786,"DL3CBF3907, DL2CAG0786",2
35,Data/images/train/Cars50.png,PUI8BES,0.8822369405201503,PUI8BES,0.8826033813612801,PUI8BES,0.8623361502374921,soft_confidence_score,soft,0.8826033813612801,PUI8BES,PU18BES,1
36,Data/images/train/Cars78.png,KL54A2670,0.8761226468616061,KL54A2670,0.876967986424764,KI54A2670,0.8090222146775987,soft_confidence_score,soft,0.876967986424764,KL54A2670,KL54A2670,1
37,Data/images/train/Cars87.png,SLAS1,0.7897243499755859,ISLAS1,0.8184086283047994,,,soft_confidence_score,soft,0.8184086283047994,ISLAS1,"TSLAS1, 6TNB644",2
38,Data/images/train/Cars93.png,,,,,,,,,,,,0
39,Data/images/train/Cars166.png,IMACAR,0.8633396923542023,IMWACAR,0.8347134249550956,1,0.672532856464386,fourier_confidence_score,fourier,0.8633396923542023,IMACAR,IMACAR,1
40,Data/images/train/Cars172.png,KC09,0.8496284037828445,KC09,0.8456347435712814,C09,0.8784753878911337,binary_confidence_score,binary,0.8784753878911337,C09,C09,1
41,Data/images/train/Cars358.png,PZ762FDX,0.8668572306632996,PZ62FDX,0.882065440927233,P762UX,0.7597757776578268,soft_confidence_score,soft,0.882065440927233,PZ62FDX,"PZ62FDX,PZ62FDZ",2
42,Data/images/train/Cars364.png,DL30BD56082,0.8530339273539457,DL308D5082,0.8579367578029633,30B082,0.7363685965538025,soft_confidence_score,soft,0.8579367578029633,DL308D5082,DL3CBD5092,1
43,Data/images/train/Cars402.png,11,0.6589238345623016,1U,0.7572505474090576,,,soft_confidence_score,soft,0.7572505474090576,1U,,0
44,Data/images/train/Cars416.png,172TNMU,0.828084511416299,172TNMU,0.8266436883381435,172TMU,0.7937184373537699,fourier_confidence_score,fourier,0.828084511416299,172TNMU,172TMJ,1
45,Data/images/train/Cars370.png,CH01AN0001,0.8821597397327423,CH01AN0001,0.8822011530399323,CHWM01AN0001,0.8439061790704727,soft_confidence_score,soft,0.8822011530399323,CH01AN0001,CH01AN0001,1
46,Data/images/train/Cars417.png,BAD231,0.8934888044993082,BAD231,0.8929100831349691,BAD231,0.8823624948660532,fourier_confidence_score,fourier,0.8934888044993082,BAD231,BAD231,1
47,Data/images/train/Cars371.png,,,,,,,,,,,,0
48,Data/images/train/Cars365.png,TN21BZ0768,0.8694536507129669,TN21BZ0768,0.870956939458847,N182Z0768,0.7822420729531182,soft_confidence_score,soft,0.870956939458847,TN21BZ0768,TN21BZ0768,1
49,Data/images/train/Cars403.png,067R4,0.7209028124809265,067R,0.7554486244916916,L,0.792089581489563,binary_confidence_score,binary,0.792089581489563,L,"066RAF,067RAF",2
50,Data/images/train/Cars359.png,R2Q4L,0.7425986766815186,R324L,0.7030068516731263,WW,0.7255805730819702,fourier_confidence_score,fourier,0.7425986766815186,R2Q4L,,0
51,Data/images/train/Cars173.png,WMWY9051,0.8720849677920341,WMVWY9051,0.8697579105695089,WWTY90561,0.8057584895028008,fourier_confidence_score,fourier,0.8720849677920341,WMWY9051,WMY9051,1
52,Data/images/train/Cars167.png,15LK10898,0.8862825300958421,15LK10898,0.8860159516334534,15LK10898,0.8767301903830634,fourier_confidence_score,fourier,0.8862825300958421,15LK10898,15LK10898,1
53,Data/images/train/Cars92.png,AD0O0008,0.8990264534950256,AD00008,0.8994227051734924,AD000008,0.834198035299778,soft_confidence_score,soft,0.8994227051734924,AD00008,AD00008,1
54,Data/images/train/Cars86.png,MH140X9937,0.8672123074531555,MH140X9937,0.8669519066810608,H140X989371,0.7929232283072039,fourier_confidence_score,fourier,0.8672123074531555,MH140X9937,MH14DX9937,1
55,Data/images/train/Cars79.png,4GET0IL,0.8801016722406659,4GET0IL,0.8866829190935407,4GE0IL,0.7977611025174459,soft_confidence_score,soft,0.8866829190935407,4GET0IL,4GETOIL,1
56,Data/images/train/Cars51.png,YES80SS,0.8828410421098981,YES8B0SS,0.8729818910360336,,,fourier_confidence_score,fourier,0.8828410421098981,YES80SS,YESBOSS,1
57,Data/images/train/Cars45.png,IMGRO0T,0.8945398330688477,IMGROOT,0.8961478556905474,TMKGCR,0.769578218460083,soft_confidence_score,soft,0.8961478556905474,IMGROOT,IMGROOT,1
58,Data/images/train/Cars198.png,MH01AV8866,0.8684522628784179,MH01AV8866,0.867549580335617,MN01AVY8866,0.8508262146602977,fourier_confidence_score,fourier,0.8684522628784179,MH01AV8866,MH01AV8866,1
59,Data/images/train/Cars205.png,A,0.645317554473877,A0Q,0.6907819112141927,,,soft_confidence_score,soft,0.6907819112141927,A0Q,NOTACOP,1
60,Data/images/train/Cars211.png,DFUBA65022,0.8678747773170471,DFUBA65022,0.8610635459423065,DFUBA65022,0.8418899714946747,fourier_confidence_score,fourier,0.8678747773170471,DFUBA65022,F65022,1
61,Data/images/train/Cars239.png,15LK10898,0.8862825300958421,15LK10898,0.8860159516334534,15LK10898,0.8767301903830634,fourier_confidence_score,fourier,0.8862825300958421,15LK10898,15LK10898,1
62,Data/images/train/Cars215.png,T7N70656,0.8829675391316414,T7N70656,0.8813742473721504,T7N70665,0.817324198782444,fourier_confidence_score,fourier,0.8829675391316414,T7N70656,,0
63,Data/images/train/Cars201.png,LR33TEE,0.8638612372534615,LR33TEE,0.8681655441011701,LR33TEE,0.8776788711547852,binary_confidence_score,binary,0.8776788711547852,LR33TEE,LR33TEE,1
64,Data/images/train/Cars229.png,0,0.6553360223770142,,,,,fourier_confidence_score,fourier,0.6553360223770142,0,,0
65,Data/images/train/Cars69.png,SKVID,0.8134640693664551,SKVID,0.8095788836479187,,,fourier_confidence_score,fourier,0.8134640693664551,SKVID,KWID,1
66,Data/images/train/Cars41.png,YNTZ0BG,0.8709132245608738,YNTZ0DBG,0.8444493561983109,WY1Z0BG,0.7582676410675049,fourier_confidence_score,fourier,0.8709132245608738,YNTZ0BG,YNTZDBG,1
67,Data/images/train/Cars55.png,,,,,,,,,,,9214,1
68,Data/images/train/Cars188.png,,,,,,,,,,,,0
69,Data/images/train/Cars163.png,LR33TEE,0.8638612372534615,LR33TEE,0.8681655441011701,LR33TEE,0.8776788711547852,binary_confidence_score,binary,0.8776788711547852,LR33TEE,LR33TEE,1
70,Data/images/train/Cars177.png,G00OD,0.8918858885765075,G0O0D,0.8910725951194763,G00D0,0.868875253200531,fourier_confidence_score,fourier,0.8918858885765075,G00OD,GOOD,1
71,Data/images/train/Cars82.png,,,,,,,,,,,UP16TC1366,1
72,Data/images/train/Cars96.png,PGMN112,0.8750174641609192,PGMN112,0.87617598261152,PGMN112,0.8602407063756671,soft_confidence_score,soft,0.87617598261152,PGMN112,PGMN112,1
73,Data/images/train/Cars407.png,,,I,0.6360574960708618,,,soft_confidence_score,soft,0.6360574960708618,I,,0
74,Data/images/train/Cars361.png,MPEACHW,0.9096515008381436,MPEACHW,0.909914995942797,MPEAC,0.8813262820243836,soft_confidence_score,soft,0.909914995942797,MPEACHW,MPEACHW,1
75,Data/images/train/Cars375.png,4D0,0.6824414134025574,D,0.635320782661438,,,fourier_confidence_score,fourier,0.6824414134025574,4D0,,0
76,Data/images/train/Cars413.png,8544,0.8404648751020432,8544,0.8473028838634491,,,soft_confidence_score,soft,0.8473028838634491,8544,8544,1
77,Data/images/train/Cars349.png,PY56BXU,0.8643772176333836,PY56BXU,0.8633178302219936,,,fourier_confidence_score,fourier,0.8643772176333836,PY56BXU,PY56BXU,1
78,Data/images/train/Cars348.png,EARB0001,0.87566127628088,EABR0001,0.8751986846327782,EJB0001,0.8746474470411029,fourier_confidence_score,fourier,0.87566127628088,EARB0001,EAB0001,1
79,Data/images/train/Cars374.png,S7JDW,0.8573951601982117,S7JDW,0.858805251121521,S7JDW,0.8455941796302795,soft_confidence_score,soft,0.858805251121521,S7JDW,S7JDW,1
80,Data/images/train/Cars412.png,LR33TEE,0.8638612372534615,LR33TEE,0.8681655441011701,LR33TEE,0.8776788711547852,binary_confidence_score,binary,0.8776788711547852,LR33TEE,LR33TEE,1
81,Data/images/train/Cars406.png,1268,0.8708699196577072,1268,0.8736313879489899,,,soft_confidence_score,soft,0.8736313879489899,1268,1268,1
82,Data/images/train/Cars360.png,DX103,0.8584725975990295,DX103,0.8589370727539063,3,0.7683292627334595,soft_confidence_score,soft,0.8589370727539063,DX103,DX103,1
83,Data/images/train/Cars97.png,KA05MG1909,0.892486709356308,KA05MG1909,0.891908198595047,KA05MG1909,0.8872510850429535,fourier_confidence_score,fourier,0.892486709356308,KA05MG1909,KA05MG1909,1
84,Data/images/train/Cars83.png,00,0.6741204857826233,A0001,0.7317592382431031,,,soft_confidence_score,soft,0.7317592382431031,A0001,A U 001,0
85,Data/images/train/Cars176.png,EV09FTW,0.8944535851478577,EV09FTW,0.8984842726162502,FV09FTW,0.8972964116505214,soft_confidence_score,soft,0.8984842726162502,EV09FTW,EVO9FTW,1
86,Data/images/train/Cars162.png,,,,,,,,,,,,0
87,Data/images/train/Cars189.png,CH01AN0001,0.8821597397327423,CH01AN0001,0.8822011530399323,CHWM01AN0001,0.8439061790704727,soft_confidence_score,soft,0.8822011530399323,CH01AN0001,CH01AN0001,1
88,Data/images/train/Cars54.png,LTM378,0.900816798210144,LTM378,0.8971364001433054,,,fourier_confidence_score,fourier,0.900816798210144,LTM378,LTM378,1
89,Data/images/train/Cars40.png,FV1721302,0.8485309481620789,FV172302,0.839438758790493,EF,0.7819437384605408,fourier_confidence_score,fourier,0.8485309481620789,FV1721302,"M17108,FV1232",2
90,Data/images/train/Cars68.png,BJR8216,0.8169072100094387,BJR8216,0.8232908759798322,BJUR1716,0.7785132527351379,soft_confidence_score,soft,0.8232908759798322,BJR8216,BJR2216,1
91,Data/images/train/Cars228.png,1,0.6231864094734192,M,0.7295777201652527,,,soft_confidence_score,soft,0.7295777201652527,M,"R3, R3",2
92,Data/images/train/Cars200.png,,,,,,,,,,,KA03AB3380,1
93,Data/images/train/Cars214.png,,,,,,,,,,,,0
94,Data/images/train/Cars202.png,KVNID,0.7865391135215759,KVNID,0.7901676774024964,KD,0.828181266784668,binary_confidence_score,binary,0.828181266784668,KD,KWID,1
95,Data/images/train/Cars216.png,OPECLOL,0.876694815499442,OPECLOL,0.8793512071881976,OPECL0L,0.866570268358503,soft_confidence_score,soft,0.8793512071881976,OPECLOL,OPECLOL,1
96,Data/images/train/Cars56.png,B055,0.892030343413353,B055,0.8951917588710785,B055,0.7548309713602066,soft_confidence_score,soft,0.8951917588710785,B055,"KL, BOSS",0
97,Data/images/train/Cars42.png,BYHM136,0.8828864012445722,BYHM136,0.8827408637319293,F3,0.7455292046070099,fourier_confidence_score,fourier,0.8828864012445722,BYHM136,BYHM136,1
98,Data/images/train/Cars174.png,,,,,,,,,,,,0
99,Data/images/train/Cars160.png,0IPLATEC0OWM,0.819494883219401,00IPLATIEC0M,0.831180676817894,U0OAUC0W,0.7650533318519592,soft_confidence_score,soft,0.831180676817894,00IPLATIEC0M,007PLATECOM,1
100,Data/images/train/Cars95.png,AD0O0008,0.8990264534950256,AD00008,0.8994227051734924,AD000008,0.834198035299778,soft_confidence_score,soft,0.8994227051734924,AD00008,AD00008,1
101,Data/images/train/Cars148.png,,,,,,,,,,,MH01BB550,1
102,Data/images/train/Cars81.png,,,,,,,,,,,"ROY9, ROY9",2
103,Data/images/train/Cars389.png,AB44887,0.8903145108904157,AB44887,0.8914133906364441,AB44887,0.8756282414708819,soft_confidence_score,soft,0.8914133906364441,AB44887,AB44887,1
104,Data/images/train/Cars410.png,EWVIWRGIPNI0AO0P,0.8659946136176586,EWVIWRGPNI0A0OP,0.8330372174580892,EWWRP0A0P,0.8325860102971395,fourier_confidence_score,fourier,0.8659946136176586,EWVIWRGIPNI0AO0P,EWWP00P,1
105,Data/images/train/Cars376.png,B2228HM,0.8924892374447414,B2228HM,0.8927616562162127,B2228HMN,0.832455150783062,soft_confidence_score,soft,0.8927616562162127,B2228HM,B2228HM,1
106,Data/images/train/Cars362.png,,,,,,,,,,,,0
107,Data/images/train/Cars404.png,BMW,0.9041033188501992,BMW,0.9025887250900269,,,fourier_confidence_score,fourier,0.9041033188501992,BMW,BMW,1
108,Data/images/train/Cars363.png,WIW123,0.8188426593939463,WIW123,0.8251278897126516,3,0.7442646026611328,soft_confidence_score,soft,0.8251278897126516,WIW123,WIW123,1
109,Data/images/train/Cars405.png,MMC0B,0.692766797542572,MIACS08B,0.676686555147171,WMI4M,0.7179602026939392,binary_confidence_score,binary,0.7179602026939392,WMI4M,MH14EC3687,1
110,Data/images/train/Cars411.png,VIPER,0.902447474002838,VIPER,0.901447069644928,VIPER,0.9005208969116211,fourier_confidence_score,fourier,0.902447474002838,VIPER,VIPER,1
111,Data/images/train/Cars377.png,BYHM136,0.8828864012445722,BYHM136,0.8827408637319293,F3,0.7455292046070099,fourier_confidence_score,fourier,0.8828864012445722,BYHM136,BYHM136,1
112,Data/images/train/Cars388.png,,,,,,,,,,,,0
113,Data/images/train/Cars80.png,BAD231,0.8934888044993082,BAD231,0.8929100831349691,BAD231,0.8823624948660532,fourier_confidence_score,fourier,0.8934888044993082,BAD231,BAD231,1
114,Data/images/train/Cars149.png,7VIG263,0.8378262434686933,7VIG263,0.8436332174709865,,,soft_confidence_score,soft,0.8436332174709865,7VIG263,7VIG263,1
115,Data/images/train/Cars94.png,NBEYOND,0.8947519659996033,NBEYOND,0.8943388291767665,NBREY0ND,0.8519994914531708,fourier_confidence_score,fourier,0.8947519659996033,NBEYOND,NBEYOND,1
116,Data/images/train/Cars161.png,M666YOB,0.8869160498891558,M666YOB,0.8871230057307652,M666YO8,0.8843095047133309,soft_confidence_score,soft,0.8871230057307652,M666YOB,M666YOB,1
117,Data/images/train/Cars175.png,,,8,0.7976847887039185,,,soft_confidence_score,soft,0.7976847887039185,8,DL1N4268,1
118,Data/images/train/Cars43.png,,,,,,,,,,,MH20BQ20,1
119,Data/images/train/Cars57.png,BKWL324,0.882480766092028,BKWL324,0.886275087084089,8KWHL324,0.8512968569993973,soft_confidence_score,soft,0.886275087084089,BKWL324,BKWL324,1
120,Data/images/train/Cars217.png,AFR20,0.8236541509628296,AFR20,0.797381067276001,A0,0.6666224300861359,fourier_confidence_score,fourier,0.8236541509628296,AFR20,AFR2011,1
121,Data/images/train/Cars203.png,CZ7KO00,0.8184420721871513,CZ7KO00,0.8147676246506828,CZ7K00,0.8105613986651102,fourier_confidence_score,fourier,0.8184420721871513,CZ7KO00,CZ17KOD,1
122,Data/images/train/Cars258.png,,,,,,,,,,,KA01AC5957,1
123,Data/images/train/Cars264.png,FADMU2010,0.8610135912895203,FADMNU2010,0.8568284928798675,FPNARNUD2010,0.8346648017565409,fourier_confidence_score,fourier,0.8610135912895203,FADMU2010,FAMU2010,1
124,Data/images/train/Cars270.png,0182,0.820708230137825,01829,0.7968048095703125,,,fourier_confidence_score,fourier,0.820708230137825,0182,P018299,1
125,Data/images/train/Cars30.png,8,0.7928164601325989,8,0.7646189332008362,WM,0.7429297864437103,fourier_confidence_score,fourier,0.7928164601325989,8,"SBV1966S, JPK6546, SBA1234A, FBF1234A",2
126,Data/images/train/Cars24.png,WR26BC595S4,0.8524417768825184,WR26BC559S4,0.8511301929300482,MRBC55M,0.7882053766931806,fourier_confidence_score,fourier,0.8524417768825184,WR26BC595S4,HR26BC5514,1
127,Data/images/train/Cars18.png,M666YOB,0.8869160498891558,M666YOB,0.8871230057307652,M666YO8,0.8843095047133309,soft_confidence_score,soft,0.8871230057307652,M666YOB,M666YOB,1
128,Data/images/train/Cars112.png,SHAKNBK,0.8917443241391864,SHAKNBK,0.8958323683057513,,,soft_confidence_score,soft,0.8958323683057513,SHAKNBK,SHAKNBK,1
129,Data/images/train/Cars106.png,,,,,,,,,,,,0
130,Data/images/train/Cars3.png,DZI7YXR,0.8741306236812046,DZI7YXR,0.8774080957685199,DZI7YXR,0.8408510088920593,soft_confidence_score,soft,0.8774080957685199,DZI7YXR,DZ17YXR,1
131,Data/images/train/Cars338.png,,,,,,,,,,,,0
132,Data/images/train/Cars310.png,4GET0IL,0.8801016722406659,4GET0IL,0.8866829190935407,4GE0IL,0.7977611025174459,soft_confidence_score,soft,0.8866829190935407,4GET0IL,4GETOIL,1
133,Data/images/train/Cars304.png,HNYCHIL3,0.8975488245487213,HNYCHIL3,0.8851098045706749,WNYVCWH1II,0.7736189901828766,fourier_confidence_score,fourier,0.8975488245487213,HNYCHIL3,HNYCHIL3,1
134,Data/images/train/Cars305.png,11,0.6589238345623016,1U,0.7572505474090576,,,soft_confidence_score,soft,0.7572505474090576,1U,"SGQ51, SGQ51JU",2
135,Data/images/train/Cars311.png,TW2I1AT89,0.8095506230990092,TWN2IAT8890,0.7930508852005005,1,0.6718302369117737,fourier_confidence_score,fourier,0.8095506230990092,TW2I1AT89,TN21AT8349,1
136,Data/images/train/Cars339.png,0IPLATEC0OWM,0.819494883219401,00IPLATIEC0M,0.831180676817894,U0OAUC0W,0.7650533318519592,soft_confidence_score,soft,0.831180676817894,00IPLATIEC0M,007PLATECOM,1
137,Data/images/train/Cars2.png,PRENLP,0.8458134233951569,PREANLP,0.7898445214544024,,,fourier_confidence_score,fourier,0.8458134233951569,PRENLP,PRENUP,1
